d-block href	col-4	col 4	col 5
https://dmns.app/tlds/%D7%A7%D7%95%D7%9D	קום	VeriSign Sarl	02/07/2015
https://dmns.app/tlds/%D8%A7%D8%A8%D9%88%D8%B8%D8%A8%D9%8A	ابوظبي	Abu Dhabi Systems and Information Centre	03/03/2016
https://dmns.app/tlds/%D8%A7%D8%B1%D8%A7%D9%85%D9%83%D9%88	ارامكو	Aramco Services Company	20/08/2015
https://dmns.app/tlds/%D8%A7%D9%84%D8%A7%D8%B1%D8%AF%D9%86	الاردن	Ministry of Digital Economy and Entrepreneurship (MoDEE)	20/08/2010
https://dmns.app/tlds/%D8%A7%D9%84%D8%A8%D8%AD%D8%B1%D9%8A%D9%86	البحرين	Telecommunications Regulatory Authority (TRA)	13/06/2019
https://dmns.app/tlds/%D8%A7%D9%84%D8%AC%D8%B2%D8%A7%D8%A6%D8%B1	الجزائر	CERIST	05/02/2011
https://dmns.app/tlds/%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9	السعودية	Communications, Space and Technology Commission	05/05/2010
https://dmns.app/tlds/%D8%A7%D9%84%D8%B9%D9%84%D9%8A%D8%A7%D9%86	العليان	Competrol (Luxembourg) Sarl	21/04/2016
https://dmns.app/tlds/%D8%A7%D9%84%D9%85%D8%BA%D8%B1%D8%A8	المغرب	Agence Nationale de Réglementation des Télécommunications (ANRT)	05/02/2011
https://dmns.app/tlds/%D8%A7%D9%85%D8%A7%D8%B1%D8%A7%D8%AA	امارات	Telecommunications and Digital Government Regulatory Authority (TDRA)	05/05/2010
https://dmns.app/tlds/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86	ایران	Institute for Research in Fundamental Sciences (IPM)	05/02/2011
https://dmns.app/tlds/%D8%A8%D8%A7%D8%B1%D8%AA	بارت	National Internet eXchange of India	15/08/2016
https://dmns.app/tlds/%D8%A8%D8%A7%D8%B2%D8%A7%D8%B1	بازار	CORE Association	06/02/2014
https://dmns.app/tlds/%D8%A8%D9%8A%D8%AA%D9%83	بيتك	Kuwait Finance House	29/10/2015
https://dmns.app/tlds/%D8%A8%DA%BE%D8%A7%D8%B1%D8%AA	بھارت	National Internet Exchange of India	05/02/2011
https://dmns.app/tlds/%D8%AA%D9%88%D9%86%D8%B3	تونس	Agence Tunisienne d'Internet	19/08/2010
https://dmns.app/tlds/%D8%B3%D9%88%D8%AF%D8%A7%D9%86	سودان	Sudan Internet Society	20/11/2012
https://dmns.app/tlds/%D8%B3%D9%88%D8%B1%D9%8A%D8%A9	سورية	National Authority for Information Technology Services (NAITS)	05/02/2011
https://dmns.app/tlds/%D8%B4%D8%A8%D9%83%D8%A9	شبكة	International Domain Registry Pty. Ltd.	21/10/2013
https://dmns.app/tlds/%D8%B9%D8%B1%D8%A7%D9%82	عراق	Communications and Media Commission (CMC)	29/09/2014
https://dmns.app/tlds/%D8%B9%D8%B1%D8%A8	عرب	League of Arab States	11/05/2017
https://dmns.app/tlds/%D8%B9%D9%85%D8%A7%D9%86	عمان	Telecommunications Regulatory Authority (TRA)	05/02/2011
https://dmns.app/tlds/%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86	فلسطين	Ministry of Telecom & Information Technology (MTIT)	20/08/2010
https://dmns.app/tlds/%D9%82%D8%B7%D8%B1	قطر	Communications Regulatory Authority	24/12/2010
https://dmns.app/tlds/%D9%83%D8%A7%D8%AB%D9%88%D9%84%D9%8A%D9%83	كاثوليك	Pontificium Consilium de Comunicationibus Socialibus (PCCS) (Pontifical Council for Social Communication)	16/11/2016
https://dmns.app/tlds/%D9%83%D9%88%D9%85	كوم	VeriSign Sarl	02/07/2015
https://dmns.app/tlds/%D9%85%D8%B5%D8%B1	مصر	National Telecommunication Regulatory Authority - NTRA	05/05/2010
https://dmns.app/tlds/%D9%85%D9%84%D9%8A%D8%B3%D9%8A%D8%A7	مليسيا	MYNIC Berhad	22/10/2011
https://dmns.app/tlds/%D9%85%D9%88%D8%B1%D9%8A%D8%AA%D8%A7%D9%86%D9%8A%D8%A7	موريتانيا	Université de Nouakchott Al Aasriya	28/11/2017
https://dmns.app/tlds/%D9%85%D9%88%D9%82%D8%B9	موقع	Helium TLDs Ltd	15/05/2014
https://dmns.app/tlds/%D9%87%D9%85%D8%B1%D8%A7%D9%87	همراه	Emergency Back-End Registry Operator Program - ICANN	25/11/2015
https://dmns.app/tlds/%D9%BE%D8%A7%DA%A9%D8%B3%D8%AA%D8%A7%D9%86	پاکستان	National Telecommunication Corporation	28/02/2011
https://dmns.app/tlds/%DA%80%D8%A7%D8%B1%D8%AA	ڀارت	National Internet eXchange of India	15/08/2016
https://dmns.app/tlds/%E0%A4%95%E0%A5%89%E0%A4%AE	कॉम	VeriSign Sarl	02/07/2015
https://dmns.app/tlds/%E0%A4%A8%E0%A5%87%E0%A4%9F	नेट	VeriSign Sarl	02/07/2015
https://dmns.app/tlds/%E0%A4%AD%E0%A4%BE%E0%A4%B0%E0%A4%A4	भारत	National Internet Exchange of India	05/02/2011
https://dmns.app/tlds/%E0%A4%AD%E0%A4%BE%E0%A4%B0%E0%A4%A4%E0%A4%AE%E0%A5%8D	भारतम्	National Internet eXchange of India	15/08/2016
https://dmns.app/tlds/%E0%A4%AD%E0%A4%BE%E0%A4%B0%E0%A5%8B%E0%A4%A4	भारोत	National Internet eXchange of India	15/08/2016
https://dmns.app/tlds/%E0%A4%B8%E0%A4%82%E0%A4%97%E0%A4%A0%E0%A4%A8	संगठन	Public Interest Registry	27/02/2014
https://dmns.app/tlds/%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE	বাংলা	Posts and Telecommunications Division	30/03/2011
https://dmns.app/tlds/%E0%A6%AD%E0%A6%BE%E0%A6%B0%E0%A6%A4	ভারত	National Internet Exchange of India	05/02/2011
https://dmns.app/tlds/%E0%A6%AD%E0%A6%BE%E0%A7%B0%E0%A6%A4	ভাৰত	National Internet eXchange of India	18/04/2016
https://dmns.app/tlds/%E0%A8%AD%E0%A8%BE%E0%A8%B0%E0%A8%A4	ਭਾਰਤ	National Internet Exchange of India	05/02/2011
https://dmns.app/tlds/%E0%AA%AD%E0%AA%BE%E0%AA%B0%E0%AA%A4	ભારત	National Internet Exchange of India	05/02/2011
https://dmns.app/tlds/%E0%AC%AD%E0%AC%BE%E0%AC%B0%E0%AC%A4	ଭାରତ	National Internet eXchange of India	18/04/2016
https://dmns.app/tlds/%E0%AE%87%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AE%BF%E0%AE%AF%E0%AE%BE	இந்தியா	National Internet Exchange of India	05/02/2011
https://dmns.app/tlds/%E0%AE%87%E0%AE%B2%E0%AE%99%E0%AF%8D%E0%AE%95%E0%AF%88	இலங்கை	LK Domain Registry	19/08/2010
https://dmns.app/tlds/%E0%AE%9A%E0%AE%BF%E0%AE%99%E0%AF%8D%E0%AE%95%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AF%82%E0%AE%B0%E0%AF%8D	சிங்கப்பூர்	Singapore Network Information Centre (SGNIC) Pte Ltd	05/02/2011
https://dmns.app/tlds/%E0%B0%AD%E0%B0%BE%E0%B0%B0%E0%B0%A4%E0%B1%8D	భారత్	National Internet Exchange of India	05/02/2011
https://dmns.app/tlds/%E0%B2%AD%E0%B2%BE%E0%B2%B0%E0%B2%A4	ಭಾರತ	National Internet eXchange of India	18/04/2016
https://dmns.app/tlds/%E0%B4%AD%E0%B4%BE%E0%B4%B0%E0%B4%A4%E0%B4%82	ഭാരതം	National Internet eXchange of India	18/04/2016
https://dmns.app/tlds/%E0%B6%BD%E0%B6%82%E0%B6%9A%E0%B7%8F	ලංකා	LK Domain Registry	19/08/2010
https://dmns.app/tlds/%E0%B8%84%E0%B8%AD%E0%B8%A1	คอม	VeriSign Sarl	02/07/2015
https://dmns.app/tlds/%E0%B9%84%E0%B8%97%E0%B8%A2	ไทย	Thai Network Information Center Foundation	19/08/2010
https://dmns.app/tlds/%E0%BA%A5%E0%BA%B2%E0%BA%A7	ລາວ	Lao National Internet Center (LANIC), Ministry of Technology and Communications	10/06/2019
https://dmns.app/tlds/%E1%83%92%E1%83%94	გე	Information Technologies Development Center (ITDC)	11/02/2011
https://dmns.app/tlds/%E3%81%BF%E3%82%93%E3%81%AA	みんな	Charleston Road Registry Inc.	13/11/2013
https://dmns.app/tlds/%E3%82%A2%E3%83%9E%E3%82%BE%E3%83%B3	アマゾン	Amazon Registry Services, Inc.	28/05/2020
https://dmns.app/tlds/%E3%82%AF%E3%83%A9%E3%82%A6%E3%83%89	クラウド	Amazon Registry Services, Inc.	29/01/2016
https://dmns.app/tlds/%E3%82%B0%E3%83%BC%E3%82%B0%E3%83%AB	グーグル	Charleston Road Registry Inc.	09/10/2014
https://dmns.app/tlds/%E3%82%B3%E3%83%A0	コム	VeriSign Sarl	02/07/2015
https://dmns.app/tlds/%E3%82%B9%E3%83%88%E3%82%A2	ストア	Amazon Registry Services, Inc.	29/01/2016
https://dmns.app/tlds/%E3%82%BB%E3%83%BC%E3%83%AB	セール	Amazon Registry Services, Inc.	29/01/2016
https://dmns.app/tlds/%E3%83%95%E3%82%A1%E3%83%83%E3%82%B7%E3%83%A7%E3%83%B3	ファッション	Amazon Registry Services, Inc.	29/01/2016
https://dmns.app/tlds/%E3%83%9D%E3%82%A4%E3%83%B3%E3%83%88	ポイント	Amazon Registry Services, Inc.	25/11/2015
https://dmns.app/tlds/%E4%B8%96%E7%95%8C	世界	Stable Tone Limited	06/03/2014
https://dmns.app/tlds/%E4%B8%AD%E4%BF%A1	中信	CITIC Group Corporation	09/01/2014
https://dmns.app/tlds/%E4%B8%AD%E5%9B%BD	中国	China Internet Network Information Center (CNNIC)	09/07/2010
https://dmns.app/tlds/%E4%B8%AD%E5%9C%8B	中國	China Internet Network Information Center (CNNIC)	09/07/2010
https://dmns.app/tlds/%E4%B8%AD%E6%96%87%E7%BD%91	中文网	Beijing TLD Registry Technology Limited	19/12/2013
https://dmns.app/tlds/%E4%BA%9A%E9%A9%AC%E9%80%8A	亚马逊	Amazon Registry Services, Inc.	28/05/2020
https://dmns.app/tlds/%E4%BC%81%E4%B8%9A	企业	Binky Moon, LLC	25/11/2013
https://dmns.app/tlds/%E4%BD%9B%E5%B1%B1	佛山	Guangzhou YU Wei Information Technology Co., Ltd.	17/07/2014
https://dmns.app/tlds/%E4%BF%A1%E6%81%AF	信息	Beijing Tele-info Technology Co., Ltd.	05/02/2015
https://dmns.app/tlds/%E5%81%A5%E5%BA%B7	健康	Stable Tone Limited	12/03/2015
https://dmns.app/tlds/%E5%85%AB%E5%8D%A6	八卦	Zodiac Gemini Ltd	06/11/2014
https://dmns.app/tlds/%E5%85%AC%E5%8F%B8	公司	China Internet Network Information Center (CNNIC)	09/01/2014
https://dmns.app/tlds/%E5%85%AC%E7%9B%8A	公益	China Organizational Name Administration Center	12/12/2013
https://dmns.app/tlds/%E5%8F%B0%E6%B9%BE	台湾	Taiwan Network Information Center (TWNIC)	14/07/2010
https://dmns.app/tlds/%E5%8F%B0%E7%81%A3	台灣	Taiwan Network Information Center (TWNIC)	14/07/2010
https://dmns.app/tlds/%E5%95%86%E5%9F%8E	商城	Zodiac Aquarius Limited	27/02/2014
https://dmns.app/tlds/%E5%95%86%E5%BA%97	商店	Binky Moon, LLC	20/11/2014
https://dmns.app/tlds/%E5%95%86%E6%A0%87	商标	Internet DotTrademark Organisation Limited	08/05/2014
https://dmns.app/tlds/%E5%98%89%E9%87%8C	嘉里	Kerry Trading Co. Limited	05/02/2016
https://dmns.app/tlds/%E5%98%89%E9%87%8C%E5%A4%A7%E9%85%92%E5%BA%97	嘉里大酒店	Kerry Trading Co. Limited	05/02/2016
https://dmns.app/tlds/%E5%9C%A8%E7%BA%BF	在线	Beijing TLD Registry Technology Limited	19/12/2013
https://dmns.app/tlds/%E5%A4%A7%E6%8B%BF	大拿	VeriSign Sarl	02/07/2015
https://dmns.app/tlds/%E5%A4%A9%E4%B8%BB%E6%95%99	天主教	Pontificium Consilium de Comunicationibus Socialibus (PCCS) (Pontifical Council for Social Communication)	16/11/2016
https://dmns.app/tlds/%E5%A8%B1%E4%B9%90	娱乐	Binky Moon, LLC	17/07/2014
https://dmns.app/tlds/%E5%AE%B6%E9%9B%BB	家電	Amazon Registry Services, Inc.	18/03/2016
https://dmns.app/tlds/%E5%B9%BF%E4%B8%9C	广东	Guangzhou YU Wei Information Technology Co., Ltd.	24/07/2014
https://dmns.app/tlds/%E5%BE%AE%E5%8D%9A	微博	Sina Corporation	29/02/2016
https://dmns.app/tlds/%E6%85%88%E5%96%84	慈善	Excellent First Limited	12/03/2015
https://dmns.app/tlds/%E6%88%91%E7%88%B1%E4%BD%A0	我爱你	Tycoon Treasure Limited	12/12/2013
https://dmns.app/tlds/%E6%89%8B%E6%9C%BA	手机	Beijing RITT-Net Technology Development Co., Ltd	05/06/2014
https://dmns.app/tlds/%E6%8B%9B%E8%81%98	招聘	Jiang Yu Liang Cai Technology Company Limited	21/12/2017
https://dmns.app/tlds/%E6%94%BF%E5%8A%A1	政务	China Organizational Name Administration Center	12/12/2013
https://dmns.app/tlds/%E6%94%BF%E5%BA%9C	政府	Net-Chinese Co., Ltd.	08/01/2015
https://dmns.app/tlds/%E6%96%B0%E5%8A%A0%E5%9D%A1	新加坡	Singapore Network Information Centre (SGNIC) Pte Ltd	05/02/2011
https://dmns.app/tlds/%E6%96%B0%E9%97%BB	新闻	Guangzhou YU Wei Information and Technology Co.,Ltd	06/08/2015
https://dmns.app/tlds/%E6%97%B6%E5%B0%9A	时尚	RISE VICTORY LIMITED	12/03/2015
https://dmns.app/tlds/%E6%9B%B8%E7%B1%8D	書籍	Amazon Registry Services, Inc.	29/01/2016
https://dmns.app/tlds/%E6%9C%BA%E6%9E%84	机构	Public Interest Registry	27/02/2014
https://dmns.app/tlds/%E6%B7%A1%E9%A9%AC%E9%94%A1	淡马锡	Temasek Holdings (Private) Limited	18/12/2014
https://dmns.app/tlds/%E6%B8%B8%E6%88%8F	游戏	Binky Moon, LLC	21/10/2013
https://dmns.app/tlds/%E6%BE%B3%E9%96%80	澳門	Macao Post and Telecommunications Bureau (CTT)	21/04/2015
https://dmns.app/tlds/%E7%82%B9%E7%9C%8B	点看	VeriSign Sarl	02/07/2015
https://dmns.app/tlds/%E7%A7%BB%E5%8A%A8	移动	Identity Digital Limited	23/01/2014
https://dmns.app/tlds/%E7%BB%84%E7%BB%87%E6%9C%BA%E6%9E%84	组织机构	Public Interest Registry	27/02/2014
https://dmns.app/tlds/%E7%BD%91%E5%9D%80	网址	KNET Co., Ltd	13/03/2014
https://dmns.app/tlds/%E7%BD%91%E5%BA%97	网店	Zodiac Taurus Ltd.	20/11/2014
https://dmns.app/tlds/%E7%BD%91%E7%AB%99	网站	Global Website TLD Asia Limited	04/12/2015
https://dmns.app/tlds/%E7%BD%91%E7%BB%9C	网络	China Internet Network Information Center (CNNIC)	09/01/2014
https://dmns.app/tlds/%E8%81%94%E9%80%9A	联通	China United Network Communications Corporation Limited	10/12/2015
https://dmns.app/tlds/%E8%B0%B7%E6%AD%8C	谷歌	Charleston Road Registry Inc.	09/10/2014
https://dmns.app/tlds/%E8%B4%AD%E7%89%A9	购物	Nawang Heli(Xiamen) Network Service Co., LTD.	08/01/2016
https://dmns.app/tlds/%E9%80%9A%E8%B2%A9	通販	Amazon Registry Services, Inc.	16/09/2016
https://dmns.app/tlds/%E9%9B%86%E5%9B%A2	集团	Eagle Horizon Limited	12/12/2013
https://dmns.app/tlds/%E9%9B%BB%E8%A8%8A%E7%9B%88%E7%A7%91	電訊盈科	PCCW Enterprises Limited	15/04/2016
https://dmns.app/tlds/%E9%A3%9E%E5%88%A9%E6%B5%A6	飞利浦	Koninklijke Philips N.V.	13/02/2015
https://dmns.app/tlds/%E9%A3%9F%E5%93%81	食品	Amazon Registry Services, Inc.	29/01/2016
https://dmns.app/tlds/%E9%A4%90%E5%8E%85	餐厅	Internet DotTrademark Organisation Limited	08/05/2015
https://dmns.app/tlds/%E9%A6%99%E6%A0%BC%E9%87%8C%E6%8B%89	香格里拉	Shangri-La International Hotel Management Limited	24/06/2016
https://dmns.app/tlds/%E9%A6%99%E6%B8%AF	香港	Hong Kong Internet Registration Corporation Ltd.	12/07/2010
https://dmns.app/tlds/%EB%8B%B7%EB%84%B7	닷넷	VeriSign Sarl	02/07/2015
https://dmns.app/tlds/%EB%8B%B7%EC%BB%B4	닷컴	VeriSign Sarl	02/07/2015
https://dmns.app/tlds/%EC%82%BC%EC%84%B1	삼성	SAMSUNG SDS CO., LTD	12/12/2013
https://dmns.app/tlds/%ED%95%9C%EA%B5%AD	한국	KISA (Korea Internet & Security Agency)	05/02/2011
https://dmns.app/tlds/py	py	NIC-PY	09/09/1991
https://dmns.app/tlds/qa	qa	Communications Regulatory Authority	12/06/1996
https://dmns.app/tlds/qpon	qpon	DOTQPON LLC.	09/01/2014
https://dmns.app/tlds/quebec	quebec	PointQuébec Inc	13/03/2014
https://dmns.app/tlds/quest	quest	XYZ.COM LLC	06/08/2015
https://dmns.app/tlds/racing	racing	Premier Registry Limited	26/03/2015
https://dmns.app/tlds/radio	radio	European Broadcasting Union (EBU)	22/09/2016
https://dmns.app/tlds/re	re	Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.)	07/04/1997
https://dmns.app/tlds/read	read	Amazon Registry Services, Inc.	12/11/2015
https://dmns.app/tlds/realestate	realestate	dotRealEstate LLC	28/04/2016
https://dmns.app/tlds/realtor	realtor	Real Estate Domains LLC	24/07/2014
https://dmns.app/tlds/realty	realty	Internet Naming Co.	11/06/2015
https://dmns.app/tlds/recipes	recipes	Binky Moon, LLC	12/12/2013
https://dmns.app/tlds/red	red	Identity Digital Limited	16/01/2014
https://dmns.app/tlds/redstone	redstone	Redstone Haute Couture Co., Ltd.	06/03/2015
https://dmns.app/tlds/redumbrella	redumbrella	Travelers TLD, LLC	20/11/2015
https://dmns.app/tlds/rehab	rehab	Dog Beach, LLC	29/05/2014
https://dmns.app/tlds/reise	reise	Binky Moon, LLC	15/05/2014
https://dmns.app/tlds/reisen	reisen	Binky Moon, LLC	03/04/2014
https://dmns.app/tlds/reit	reit	National Association of Real Estate Investment Trusts, Inc.	23/10/2014
https://dmns.app/tlds/reliance	reliance	Reliance Industries Limited	11/08/2016
https://dmns.app/tlds/ren	ren	ZDNS International Limited	28/02/2014
https://dmns.app/tlds/rent	rent	XYZ.COM LLC	02/04/2015
https://dmns.app/tlds/rentals	rentals	Binky Moon, LLC	30/01/2014
https://dmns.app/tlds/repair	repair	Binky Moon, LLC	19/12/2013
https://dmns.app/tlds/report	report	Binky Moon, LLC	30/01/2014
https://dmns.app/tlds/republican	republican	Dog Beach, LLC	29/05/2014
https://dmns.app/tlds/rest	rest	Punto 2012 Sociedad Anonima Promotora de Inversion de Capital Variable	06/03/2014
https://dmns.app/tlds/restaurant	restaurant	Binky Moon, LLC	31/07/2014
https://dmns.app/tlds/review	review	dot Review Limited	05/02/2015
https://dmns.app/tlds/reviews	reviews	Dog Beach, LLC	06/02/2014
https://dmns.app/tlds/rexroth	rexroth	Robert Bosch GMBH	17/12/2015
https://dmns.app/tlds/rich	rich	iRegistry GmbH	16/01/2014
https://dmns.app/tlds/richardli	richardli	Pacific Century Asset Management (HK) Limited	15/04/2016
https://dmns.app/tlds/ricoh	ricoh	Ricoh Company, Ltd.	06/03/2015
https://dmns.app/tlds/ril	ril	Reliance Industries Limited	11/08/2016
https://dmns.app/tlds/rio	rio	Empresa Municipal de Informática SA - IPLANRIO	15/05/2014
https://dmns.app/tlds/rip	rip	Dog Beach, LLC	09/10/2014
https://dmns.app/tlds/ro	ro	National Institute for R&D in Informatics	26/02/1993
https://dmns.app/tlds/rocks	rocks	Dog Beach, LLC	16/01/2014
https://dmns.app/tlds/rodeo	rodeo	Registry Services, LLC	28/02/2014
https://dmns.app/tlds/rogers	rogers	Rogers Communications Canada Inc.	18/08/2016
https://dmns.app/tlds/room	room	Amazon Registry Services, Inc.	12/11/2015
https://dmns.app/tlds/rs	rs	Serbian National Internet Domain Registry (RNIDS)	24/09/2007
https://dmns.app/tlds/rsvp	rsvp	Charleston Road Registry Inc.	23/08/2014
https://dmns.app/tlds/rugby	rugby	World Rugby Strategic Developments Limited	23/03/2017
https://dmns.app/tlds/ruhr	ruhr	dotSaarland GmbH	25/11/2013
https://dmns.app/tlds/run	run	Binky Moon, LLC	30/04/2015
https://dmns.app/tlds/rw	rw	Rwanda Internet Community and Technology  Alliance (RICTA) Ltd	21/10/1996
https://dmns.app/tlds/rwe	rwe	RWE AG	01/10/2015
https://dmns.app/tlds/ryukyu	ryukyu	BRregistry, Inc.	13/03/2014
https://dmns.app/tlds/sa	sa	Communications, Space and Technology Commission	17/05/1994
https://dmns.app/tlds/saarland	saarland	dotSaarland GmbH	20/03/2014
https://dmns.app/tlds/safe	safe	Amazon Registry Services, Inc.	12/11/2015
https://dmns.app/tlds/safety	safety	Safety Registry Services, LLC.	23/04/2015
https://dmns.app/tlds/sakura	sakura	SAKURA internet Inc.	04/06/2015
https://dmns.app/tlds/sale	sale	Dog Beach, LLC	17/12/2014
https://dmns.app/tlds/salon	salon	Binky Moon, LLC	12/11/2015
https://dmns.app/tlds/samsclub	samsclub	Wal-Mart Stores, Inc.	21/07/2016
https://dmns.app/tlds/samsung	samsung	SAMSUNG SDS CO., LTD	30/10/2014
https://dmns.app/tlds/sandvik	sandvik	Sandvik AB	14/05/2015
https://dmns.app/tlds/sandvikcoromant	sandvikcoromant	Sandvik AB	14/05/2015
https://dmns.app/tlds/sanofi	sanofi	Sanofi	16/07/2015
https://dmns.app/tlds/sap	sap	SAP AG	19/03/2015
https://dmns.app/tlds/sarl	sarl	Binky Moon, LLC	31/07/2014
https://dmns.app/tlds/sas	sas	Research IP LLC	20/11/2015
https://dmns.app/tlds/save	save	Amazon Registry Services, Inc.	19/05/2016
https://dmns.app/tlds/saxo	saxo	Saxo Bank A/S	15/01/2015
https://dmns.app/tlds/sb	sb	Solomon Telekom Company Limited	19/04/1994
https://dmns.app/tlds/sbi	sbi	STATE BANK OF INDIA	24/03/2016
https://dmns.app/tlds/sbs	sbs	Shortdot SA	24/09/2015
https://dmns.app/tlds/sc	sc	VCS Pty Ltd	09/05/1997
https://dmns.app/tlds/scb	scb	"The Siam Commercial Bank Public Company Limited (""SCB"")"	26/06/2014
https://dmns.app/tlds/schaeffler	schaeffler	Schaeffler Technologies AG & Co. KG	17/12/2015
https://dmns.app/tlds/schmidt	schmidt	SCHMIDT GROUPE S.A.S.	19/06/2014
https://dmns.app/tlds/scholarships	scholarships	Scholarships.com, LLC	10/07/2014
https://dmns.app/tlds/school	school	Binky Moon, LLC	13/02/2015
https://dmns.app/tlds/schule	schule	Binky Moon, LLC	11/04/2014
https://dmns.app/tlds/schwarz	schwarz	Schwarz Domains und Services GmbH & Co. KG	04/12/2014
https://dmns.app/tlds/science	science	dot Science Limited	23/10/2014
https://dmns.app/tlds/scot	scot	Dot Scot Registry Limited	05/06/2014
https://dmns.app/tlds/sd	sd	Sudan Internet Society	06/03/1997
https://dmns.app/tlds/se	se	The Internet Infrastructure Foundation	04/09/1986
https://dmns.app/tlds/search	search	Charleston Road Registry Inc.	08/06/2017
https://dmns.app/tlds/seat	seat	SEAT, S.A. (Sociedad Unipersonal)	06/03/2015
https://dmns.app/tlds/secure	secure	Amazon Registry Services, Inc.	21/07/2016
https://dmns.app/tlds/security	security	XYZ.COM LLC	03/09/2015
https://dmns.app/tlds/seek	seek	Seek Limited	16/04/2015
https://dmns.app/tlds/select	select	Registry Services, LLC	23/12/2015
https://dmns.app/tlds/sener	sener	Sener Ingeniería y Sistemas, S.A.	02/04/2015
https://dmns.app/tlds/services	services	Binky Moon, LLC	03/04/2014
https://dmns.app/tlds/seven	seven	Seven West Media Ltd	23/09/2015
https://dmns.app/tlds/sew	sew	SEW-EURODRIVE GmbH & Co KG	06/11/2014
https://dmns.app/tlds/sex	sex	ICM Registry SX LLC	09/04/2015
https://dmns.app/tlds/sexy	sexy	Internet Naming Co.	08/11/2013
https://dmns.app/tlds/sfr	sfr	Societe Francaise du Radiotelephone - SFR	12/11/2015
https://dmns.app/tlds/sg	sg	Singapore Network Information Centre (SGNIC) Pte Ltd	19/10/1988
https://dmns.app/tlds/sh	sh	Government of St. Helena	23/09/1997
https://dmns.app/tlds/shangrila	shangrila	Shangri-La International Hotel Management Limited	24/06/2016
https://dmns.app/tlds/sharp	sharp	Sharp Corporation	25/11/2015
https://dmns.app/tlds/shell	shell	Shell Information Technology International Inc	06/11/2015
https://dmns.app/tlds/shia	shia	Emergency Back-End Registry Operator Program - ICANN	25/11/2015
https://dmns.app/tlds/shiksha	shiksha	Identity Digital Limited	16/01/2014
https://dmns.app/tlds/shoes	shoes	Binky Moon, LLC	12/12/2013
https://dmns.app/tlds/shopping	shopping	Binky Moon, LLC	08/06/2016
https://dmns.app/tlds/shouji	shouji	Beijing Qihu Keji Co., Ltd.	18/03/2016
https://dmns.app/tlds/show	show	Binky Moon, LLC	09/04/2015
https://dmns.app/tlds/si	si	Academic and Research Network of Slovenia (ARNES)	01/04/1992
https://dmns.app/tlds/silk	silk	Amazon Registry Services, Inc.	19/05/2016
https://dmns.app/tlds/sina	sina	Sina Corporation	29/02/2016
https://dmns.app/tlds/singles	singles	Binky Moon, LLC	31/10/2013
https://dmns.app/tlds/sj	sj	Norid A/S	21/08/1997
https://dmns.app/tlds/sk	sk	SK-NIC, a.s.	29/03/1993
https://dmns.app/tlds/ski	ski	Identity Digital Limited	14/05/2015
https://dmns.app/tlds/skin	skin	XYZ.COM LLC	23/12/2015
https://dmns.app/tlds/sky	sky	Sky UK Limited	02/10/2014
https://dmns.app/tlds/skype	skype	Microsoft Corporation	19/03/2015
https://dmns.app/tlds/sl	sl	Sierratel	09/05/1997
https://dmns.app/tlds/sling	sling	DISH Technologies L.L.C.	04/08/2016
https://dmns.app/tlds/sm	sm	Telecom Italia San Marino S.p.A.	16/08/1995
https://dmns.app/tlds/smart	smart	Smart Communications, Inc. (SMART)	21/04/2016
https://dmns.app/tlds/smile	smile	Amazon Registry Services, Inc.	12/11/2015
https://dmns.app/tlds/sn	sn	Universite Cheikh Anta Diop	19/03/1993
https://dmns.app/tlds/sncf	sncf	Société Nationale SNCF	08/05/2015
https://dmns.app/tlds/so	so	Ministry of Post and Telecommunications	28/08/1997
https://dmns.app/tlds/soccer	soccer	Binky Moon, LLC	08/05/2015
https://dmns.app/tlds/social	social	Dog Beach, LLC	09/01/2014
https://dmns.app/tlds/softbank	softbank	SoftBank Group Corp.	23/12/2015
https://dmns.app/tlds/software	software	Dog Beach, LLC	22/05/2014
https://dmns.app/tlds/sohu	sohu	Sohu.com Limited	27/02/2014
https://dmns.app/tlds/solar	solar	Binky Moon, LLC	19/12/2013
https://dmns.app/tlds/solutions	solutions	Binky Moon, LLC	19/12/2013
https://dmns.app/tlds/song	song	Amazon Registry Services, Inc.	29/01/2016
https://dmns.app/tlds/sony	sony	Sony Corporation	06/03/2015
https://dmns.app/tlds/soy	soy	Charleston Road Registry Inc.	20/03/2014
https://dmns.app/tlds/spa	spa	Asia Spa and Wellness Promotion Council Limited	25/09/2020
https://dmns.app/tlds/space	space	Radix Technologies Inc.	22/05/2014
https://dmns.app/tlds/sport	sport	SportAccord	05/01/2018
https://dmns.app/tlds/spot	spot	Amazon Registry Services, Inc.	29/01/2016
https://dmns.app/tlds/sr	sr	Telesur	03/09/1991
https://dmns.app/tlds/srl	srl	InterNetX Corp.	09/07/2015
https://dmns.app/tlds/ss	ss	National Communication Authority (NCA)	31/08/2011
https://dmns.app/tlds/st	st	Tecnisys	07/11/1997
